system:time_start,Garam Chasma,Oweer Lasht Bala,Mori Lusht,Riri Owir,Buni,Mastuj,Dhok,Brep,Lasht,Dewseer,Yarkhun Lusht,Chikar,Darkut,Tirsat,Yasin Proper,Sosat Gipus,Serbel,Asambar,Ishkoman Payeen,Badswat,Hussinabad,Hasanabad,Passu,Ziarat,Rasht,Jun Kharchanai,Arandu,Shigar
26-Apr-26,4.684,2.318,6.257,17.297,6.841,5.758,6.841,4.374,6.233,4.545,2.118,3.603,5.563,5.563,6.084,4.431,4.431,8.811,6.511,5.839,7.764,7.211,7.227,4.009,4.084,4.868,7.081,9.027
26-Apr-26,5.242,2.827,6.648,17.467,6.451,5.407,6.451,4.083,6.047,4.727,2.311,3.607,5.298,5.298,5.963,4.339,4.339,8.301,6.419,5.688,7.914,7.261,7.328,4.52,3.971,4.648,6.93,8.975
26-Apr-26,6.38,3.28,7.5,18.204,6.063,5.765,6.063,4.557,5.687,4.714,3.024,3.786,5.663,5.663,6.375,4.661,4.661,8.863,6.496,5.853,8.568,7.842,7.757,5.064,3.884,4.338,6.877,9.415
26-Apr-26,6.618,3.769,7.751,19.084,6.319,5.935,6.319,4.398,6.166,4.362,3.996,3.369,5.188,5.188,6.604,4.681,4.681,8.593,6.172,5.308,8.076,7.425,7.441,4.724,4.142,4.455,7.345,8.766
26-Apr-26,6.319,3.986,7.771,19.664,6.895,5.97,6.895,4.511,6.722,4.587,4.263,3.251,5.112,5.112,6.455,4.803,4.803,8.184,5.851,4.719,7.971,7.163,7.315,4.664,3.719,4.304,7.583,8.906
26-Apr-26,6.697,3.861,8.142,20.251,8.232,6.446,8.232,4.923,6.581,4.83,3.867,3.283,5.712,5.712,6.678,5.299,5.299,8.701,6.709,5.574,10.189,8.667,8.144,5.165,3.998,4.632,8.251,9.776
26-Apr-26,6.559,4.042,8.388,20.322,8.935,7.367,8.935,5.378,6.879,5.26,3.969,3.53,6.207,6.207,7.081,5.298,5.298,9.3,7.154,6.359,9.846,8.898,8.502,5.327,4.609,5.41,8.154,8.666
27-Apr-26,6.697,4.02,8.269,19.538,9.097,7.781,9.097,5.844,7.471,5.901,4.242,3.802,6.516,6.516,7.129,5.357,5.357,9.482,7.549,6.737,9.257,8.348,8.023,5.353,4.738,5.57,8.053,9.361
27-Apr-26,6.501,4.148,8.1,19.154,8.512,7.501,8.512,5.653,7.744,6.085,4.18,4.103,6.261,6.261,6.786,5.285,5.285,9.468,7.458,6.677,9.348,8.41,8.191,5.365,4.732,5.53,7.68,9.959
27-Apr-26,7.094,4.63,8.841,19.279,8.358,7.447,8.358,5.778,7.551,6.281,4.23,4.665,6.513,6.513,7.055,5.876,5.876,9.516,7.735,6.86,8.878,8.545,8.324,5.358,5.218,5.646,7.638,9.442
27-Apr-26,8.407,4.783,10.366,19.972,8.155,7.691,8.155,6.252,7.279,6.449,5.06,5.209,7.38,7.38,8.206,6.476,6.476,10.315,7.894,7.188,9.017,8.551,8.196,5.441,5.459,5.731,7.801,9.052
27-Apr-26,8.408,5.609,11.456,19.336,9.405,7.899,9.405,6.773,8.062,6.285,6.171,5.39,8.021,8.021,9.329,6.944,6.944,11.36,8.448,8.088,9.91,9.382,8.771,5.665,5.617,5.63,8.496,9.222
27-Apr-26,8.841,6.302,10.48,21.683,10.883,9.771,10.883,7.537,10.096,7.427,6.229,5.318,8.185,8.185,9.083,6.913,6.913,11.603,8.782,8.11,10.574,10.003,9.134,5.486,5.718,5.984,8.633,10.374
27-Apr-26,9.645,6.742,9.88,22.256,11.969,9.262,11.969,7.454,10.44,8.235,6.429,5.68,8.342,8.342,8.899,7.054,7.054,11.302,8.957,8.272,10.582,9.859,9.097,5.817,5.521,6.299,8.665,10.672
27-Apr-26,9.425,6.534,10.619,23.835,11.511,9.156,11.511,6.996,10.118,7.961,6.673,5.655,8.326,8.326,8.363,6.702,6.702,10.948,8.643,8.183,10.255,9.481,9.043,5.743,5.491,6.329,8.651,10.627
28-Apr-26,8.701,6.13,9.971,20.181,10.957,9.066,10.957,6.96,9.776,7.592,6.554,5.501,8.131,8.131,8.442,6.68,6.68,10.853,8.527,8.074,10.389,9.4,9.032,5.743,5.426,6.122,8.704,10.919
28-Apr-26,8.537,6.044,9.379,18.979,10.691,8.817,10.691,6.863,9.607,7.326,6.478,5.438,7.975,7.975,8.444,6.171,6.171,10.951,8.604,8.1,10.326,9.612,9.239,5.934,5.369,5.987,8.759,11.159
28-Apr-26,8.89,5.901,9.826,20.312,10.871,8.882,10.871,6.621,9.804,7.544,6.196,5.65,7.434,7.434,8.055,5.565,5.565,10.068,7.882,7.343,10.396,9.72,9.436,5.82,5.546,6.17,8.175,10.076
28-Apr-26,8.011,5.638,8.883,20.353,10.531,8.888,10.531,6.923,10.052,7.633,5.641,5.916,8,8,8.496,6.409,6.409,10.624,8.644,7.529,8.662,8.131,8.438,5.304,5.812,6.344,8.472,8.899
28-Apr-26,8.123,5.659,9.123,19.334,10.078,7.801,10.078,6.526,9.051,6.876,5.99,5.892,8.705,8.705,9.481,7.001,7.001,10.756,8.219,7.427,9.369,8.561,8.604,5.569,5.524,5.511,9.179,8.795
28-Apr-26,7.937,5.366,9.026,18.129,9.985,7.81,9.985,6.065,9.041,6.807,6.452,4.935,8.337,8.337,9.342,6.922,6.922,11.522,8.511,8.089,10.278,9.785,9.553,5.914,5.46,5.636,8.086,9.25
28-Apr-26,7.743,5.386,8.642,19.124,9.384,7.341,9.384,5.66,8.32,6.525,5.788,4.477,7.65,7.65,8.208,6.26,6.26,10.826,8.652,8.068,9.916,9.661,8.96,5.698,5.088,5.605,8.32,8.855
28-Apr-26,8.456,5.397,9.52,19.128,9.492,7.618,9.492,5.978,8.504,6.533,5.786,4.626,7.232,7.232,7.74,6.586,6.586,10.815,8.546,7.717,9.741,9.231,8.407,5.373,4.837,5.589,7.648,8.247
29-Apr-26,8.196,5.514,9.684,18.692,9.689,7.885,9.689,6.244,8.751,6.65,6.023,4.791,7.018,7.018,7.524,6.193,6.193,10.061,8.213,7.493,8.593,8.175,8.05,5.183,4.938,5.676,6.948,7.849
29-Apr-26,7.907,5.139,9.27,18.078,10.06,8.577,10.06,6.567,9.03,7.03,5.929,5.131,7.379,7.379,7.369,5.825,5.825,9.369,7.793,7.083,8.478,7.999,7.913,4.964,5.073,5.791,6.377,8.209
29-Apr-26,8.106,5.378,9.397,19.127,9.636,8.389,9.636,6.218,8.797,7.242,5.799,5.504,7.255,7.255,7.016,5.908,5.908,8.916,7.348,6.796,7.994,7.81,7.711,5.117,5.287,5.719,6.456,7.996
29-Apr-26,8.092,5.439,10.081,19.506,9.468,8.642,9.468,6.857,8.689,7.052,6.129,5.436,6.927,6.927,7.388,6.513,6.513,9.191,7.014,6.374,8.29,7.689,7.59,5.201,5.018,5.442,6.732,7.599
29-Apr-26,7.717,5.441,9.969,20.565,10.201,8.504,10.201,6.742,9.44,7.072,6.699,5.635,7.376,7.376,7.8,6.79,6.79,9.774,7.206,6.673,9.712,8.87,7.779,5.035,5.054,5.545,7.216,7.805
29-Apr-26,8.046,5.65,9.534,19.134,10.637,8.79,10.637,6.738,9.819,7.179,6.053,5.654,7.194,7.194,7.574,6.387,6.387,9.786,7.434,6.667,9.494,9.57,8.555,5.122,5.195,5.56,7.157,8.626
29-Apr-26,7.629,5.04,9.379,18.638,10.066,8.32,10.066,6.645,8.602,7.091,5.786,5.182,6.818,6.818,7.378,6.373,6.373,9.678,7.155,6.622,9.411,9.075,8.606,5.272,4.981,5.666,7.477,9.402
29-Apr-26,7.547,4.616,9.091,19.432,9.431,7.872,9.431,6.111,7.779,6.44,5.376,4.779,6.466,6.466,6.941,5.775,5.775,9.495,6.867,6.49,9.323,8.573,8.301,5.123,4.474,5.352,7.274,9.277
30-Apr-26,7.201,4.345,8.741,19.139,9.037,7.928,9.037,6.158,7.801,6.429,5.225,4.728,6.637,6.637,7.123,5.853,5.853,9.619,7.153,6.944,9.198,8.573,7.953,5.038,4.56,5.238,7.328,8.811
30-Apr-26,7.104,4.219,8.802,19.238,8.642,7.696,8.642,6.11,7.709,6.357,5.139,4.752,6.669,6.669,7.118,5.859,5.859,9.602,7.368,7.05,9.141,8.47,7.675,4.883,4.778,5.123,7.235,8.613
30-Apr-26,7.889,4.835,8.942,20.078,8.531,8.16,8.531,6.449,7.915,6.764,5.248,5.355,7.056,7.056,7.54,6.334,6.334,9.91,7.936,7.42,9.555,8.865,8.118,5.417,5.448,5.56,7.388,9.104
30-Apr-26,8.602,5.756,9.857,20.525,8.343,7.621,8.343,6.981,7.895,6.141,5.295,5.498,7.135,7.135,7.772,6.917,6.917,9.989,7.919,7.231,10.439,9.348,9.159,5.994,5.751,5.711,7.909,9.073
30-Apr-26,8.146,5.855,9.678,19.716,10.772,8.15,10.772,6.297,9.385,6.815,5.441,5.14,7.306,7.306,8.406,7.18,7.18,10.3,8.185,7.287,10.406,9.374,9.222,6.228,5.903,6.143,8.636,10.593
30-Apr-26,8.386,5.482,10.342,20.646,10.598,9.518,10.598,7.114,8.782,7.086,5.196,5.002,7.1,7.1,7.951,6.682,6.682,10.454,8.185,7.686,10.262,9.226,9.308,6.26,5.567,6.626,8.807,10.166
30-Apr-26,8.535,4.881,10.566,21.988,9.899,7.668,9.899,6.686,8.324,6.155,4.863,4.196,7.111,7.111,7.926,6.929,6.929,10.755,8.287,7.577,10.187,9.279,8.958,6.063,4.798,5.7,8.75,11.15
30-Apr-26,7.873,4.788,9.633,20.74,9.841,7.57,9.841,6.474,7.823,5.831,4.807,3.626,7.241,7.241,8.082,6.689,6.689,10.804,8.127,7.365,10.396,9.335,8.669,5.754,4.473,5.268,8.506,10.46
01-May-26,7.575,4.695,9.485,19.681,9.695,7.317,9.695,6.289,7.039,5.509,4.793,3.471,7.065,7.065,7.97,6.303,6.303,10.409,7.737,7.14,9.873,9.221,8.805,5.556,4.421,5.357,8.209,9.78
01-May-26,7.328,4.48,9.388,20.42,9.361,7.406,9.361,6.457,6.63,5.59,4.772,3.603,6.886,6.886,7.742,6.185,6.185,10.313,7.777,7.209,9.923,9.246,8.87,5.659,4.824,5.593,8.129,9.032
01-May-26,7.649,5.118,10.071,21.215,9.023,7.756,9.023,7.017,6.556,5.865,5.068,4.537,7.294,7.294,7.951,6.663,6.663,10.402,8.31,7.574,9.609,9.114,8.873,5.956,5.548,6.255,7.684,9.084
01-May-26,8.382,5.766,10.32,21.059,9.322,7.294,9.322,6.869,7.005,5.47,5.146,4.654,7.35,7.35,8.402,7.102,7.102,10.552,8.446,7.667,9.666,8.71,8.795,5.992,5.84,6.338,7.704,9.187
01-May-26,7.548,5.052,9.748,22.292,10.295,8.633,10.295,5.955,9.438,5.993,5.318,4.652,6.825,6.825,8.694,7.444,7.444,11.251,8.268,8.118,9.881,9.017,9.219,5.867,5.574,6.356,8.121,9.166
01-May-26,6.75,4.107,10.086,21.554,9.438,7.811,9.438,6.584,8.528,6.448,4.811,4.189,6.734,6.734,7.582,6.414,6.414,10.23,7.27,7.51,9.944,9.163,9.002,5.792,4.464,5.712,8.531,9.632
01-May-26,5.777,3.362,8.829,19.961,9.005,7.106,9.005,5.732,7.817,5.562,4.127,3.244,5.673,5.673,7.079,6.052,6.052,9.033,6.06,5.607,9.956,9.114,8.802,5.826,3.802,5.077,8.613,10.193
01-May-26,4.409,2.689,7.407,19.495,8.511,6.516,8.511,5.193,7.102,5.126,3.908,3.006,5.462,5.462,6.649,5.346,5.346,8.518,5.863,5.682,9.697,8.898,8.497,5.654,3.823,5.129,8.441,10.071
02-May-26,4.019,2.115,6.536,18.101,7.928,6.125,7.928,4.592,5.935,4.227,3.423,2.427,4.893,4.893,6.279,4.843,4.843,8.173,5.507,5.298,9.303,8.381,8.109,5.587,3.834,4.987,8.307,8.867
02-May-26,3.651,2.096,6.107,17.003,7.485,5.75,7.485,4.352,5.026,3.72,3.179,2.251,4.451,4.451,5.931,4.563,4.563,7.885,5.258,5.355,9.126,8.115,7.701,5.363,3.883,4.875,7.814,8.189
02-May-26,5.025,3.028,7.346,18.114,7.383,6.221,7.383,5.044,5.081,4.389,3.423,2.949,5.063,5.063,6.137,5.245,5.245,8.351,5.831,6.341,9.557,8.65,8.237,5.559,4.57,5.362,7.557,7.935
02-May-26,7.662,4.349,9.083,18.541,6.995,7.27,6.995,6.322,5.163,4.955,4.002,3.944,5.57,5.57,6.77,5.838,5.838,8.814,6.416,6.88,9.899,9.154,8.723,6.11,5.366,5.549,7.4,7.6
02-May-26,7.996,5.27,7.337,18.79,9.022,5.759,9.022,5.271,6.956,4.115,4.481,3.34,5.67,5.67,7.524,6.655,6.655,9.014,6.652,6.039,9.239,8.742,8.595,5.255,5.273,5.516,7.148,7.711
02-May-26,7.018,3.87,9.448,20.774,8.802,7.301,8.802,5.323,7.246,5.366,5.002,3.064,4.472,4.472,6.904,5.894,5.894,8.87,5.882,5.496,9.077,8.734,8.514,4.904,4.478,5.472,7.134,8.632
02-May-26,6.001,3.997,9.069,20.825,8.515,7.245,8.515,5.769,7.397,5.437,4.873,3.413,3.95,3.95,6.011,4.779,4.779,8.283,4.891,4.873,9.067,8.624,8.035,4.995,3.4,4.886,7.214,9.437
02-May-26,6.173,3.867,8.736,20.256,8.579,7.581,8.579,5.955,7.65,6.039,4.931,3.677,4.56,4.56,6.147,4.848,4.848,8.026,5.117,4.975,9.312,8.891,7.997,5.152,3.344,4.599,7.695,9.813
03-May-26,5.481,3.418,8.055,19.606,8.666,7.607,8.666,6.057,7.468,6.302,4.506,3.767,4.614,4.614,6.306,5.079,5.079,7.614,5.113,5.14,9.239,9.049,8.154,5.354,3.182,4.972,7.602,9.713
03-May-26,4.63,3.038,7.097,18.369,8.069,6.837,8.069,5.585,6.752,5.601,3.872,3.512,4.649,4.649,6.285,5.094,5.094,7.149,4.921,5.025,8.761,8.744,8.105,5.246,3.029,5.059,7.569,9.616
03-May-26,6.57,3.868,8.262,19.342,7.69,7.009,7.69,5.902,6.598,5.497,4.071,4.098,5.308,5.308,6.599,5.186,5.186,7.422,5.484,5.41,9.289,8.665,8.718,5.593,3.801,5.553,7.57,9.474
03-May-26,9.274,4.797,9.261,19.179,7.651,7.117,7.651,6.605,6.986,5.483,4.461,4.651,6.424,6.424,7.776,5.942,5.942,8.765,6.498,5.56,8.749,8.458,8.379,5.63,4.234,5.725,8.182,9.038
03-May-26,9.526,6.585,11.333,19.222,9.014,7.813,9.014,6.446,8.665,6.102,4.965,4.497,7.344,7.344,9.547,5.942,5.942,9.405,7.249,5.779,8.461,8.131,8.033,5.075,4.011,5.393,8.081,7.555
03-May-26,8.862,6.258,11.113,18.886,10.946,9.554,10.946,7.377,8.719,6.764,5.554,4.257,7.511,7.511,8.783,6.51,6.51,11.004,7.842,6.049,9.065,8.215,7.902,5.162,3.764,5.334,8.268,8.726
03-May-26,9.421,6.282,10.544,20.915,11.703,9.706,11.703,7.981,10.179,7.514,5.245,4.495,7.298,7.298,8.682,6.663,6.663,10.848,8.251,6.64,10.887,9.442,8.357,5.304,3.823,5.543,9.003,9.648
03-May-26,9.241,5.569,10.574,21.411,11.384,9.677,11.384,7.472,10.405,7.896,5.261,4.659,7.478,7.478,8.777,6.509,6.509,11.161,8.705,7.054,10.454,10.211,9.166,5.496,4.001,5.438,8.47,9.561
04-May-26,8.549,4.466,9.76,19.754,10.595,9.184,10.595,7.192,9.811,7.683,4.805,4.728,7.531,7.531,8.555,6.61,6.61,11.016,8.405,7.288,10.234,9.178,9.384,5.784,4.136,5.659,8.243,9.04
04-May-26,7.806,3.876,9.354,19.655,10.298,8.622,10.298,6.852,9.284,7.57,4.748,5.108,7.79,7.79,8.345,6.45,6.45,10.73,8.343,7.222,10.014,8.966,9.175,5.908,4.375,5.802,8.066,8.777
04-May-26,7.151,3.63,9.854,20.676,9.646,8.543,9.646,6.891,8.534,7.022,4.276,5.692,8.267,8.267,8.758,6.507,6.507,10.404,8.758,7.691,9.972,9.395,9.366,6.211,5.108,6.039,7.795,7.939
04-May-26,7.242,4.256,9.228,21.648,9.522,8.079,9.522,6.928,9.021,7.058,4.103,5.394,8.351,8.351,9.928,6.784,6.784,10.557,9.024,8.376,9.46,8.884,8.202,5.418,5.885,6.524,7.208,6.634
04-May-26,6.812,3.973,9.097,21.666,9.087,7.751,9.087,7.116,8.399,6.649,4.252,4.713,7.522,7.522,8.093,7.695,7.695,12.133,8.607,8.637,9.156,8.287,7.653,4.801,5.653,6.669,7.543,8.303
04-May-26,5.638,2.937,8.682,18.62,9.362,7.641,9.362,6.31,6.618,5.884,3.692,3.942,5.596,5.596,7.572,6.721,6.721,10.174,6.684,6.978,10.292,8.42,7.674,5.047,4.226,5.041,8.26,8.655
04-May-26,4.615,2.588,7.985,17.211,9.108,7.315,9.108,5.815,5.86,4.98,3.676,2.795,5.265,5.265,6.951,6.246,6.246,9.07,6.155,6.414,10.359,9.129,8.065,5.707,3.782,4.926,8.82,8.94
04-May-26,4.422,2.465,7.814,15.79,8.78,7.462,8.78,5.555,5.366,3.862,3.788,2.334,5.057,5.057,6.531,5.915,5.915,8.796,5.854,5.833,9.959,9.315,8.326,5.711,3.659,4.916,8.275,9.26
05-May-26,3.477,1.838,5.818,14.736,7.597,6.107,7.597,4.429,4.926,2.998,3.371,2.019,4.715,4.715,5.808,5.173,5.173,8.056,5.406,4.856,9.48,9.243,7.878,5.349,3.298,4.702,8.024,9.338
05-May-26,2.649,1.6,5.549,14.136,6.357,4.808,6.357,3.203,4.017,2.443,3.339,2.371,4.094,4.094,4.633,3.945,3.945,7.461,5.008,4.52,8.709,8.537,7.313,4.881,3.278,4.558,7.816,9.056
05-May-26,2.988,2.252,6.121,14.489,5.012,4.114,5.012,2.99,3.844,2.878,3.334,3.118,4.247,4.247,4.212,3.444,3.444,6.954,4.921,4.505,7.465,7.279,6.599,4.657,3.246,4.217,7.623,8.521
